"n","nchain","run","exp","rmse","cov"
100,2,40,1,42.1284566460043,0.361
100,5,40,1,41.9354175311888,0.368
1000,1,40,1,30.134519123225,0.28
1000,2,40,1,29.9390432020828,0.289
1000,5,40,1,29.9694871195317,0.294
10000,1,40,1,42.7241306803219,0.117
10000,2,40,1,42.7011390862575,0.129
10000,5,40,1,42.6886770465545,0.141
1e+05,1,40,1,44.8192159655868,0.049
1e+05,2,40,1,44.7791652090346,0.055
1e+05,5,40,1,44.7961965965479,0.065
20000,1,40,1,15.8366398539205,0.224
20000,2,40,1,15.7613888369323,0.228
20000,5,40,1,15.7964240474881,0.243
50000,1,40,1,48.6834618229258,0.08
50000,2,40,1,48.7257598442567,0.087
50000,5,40,1,48.6388887446524,0.086
100,1,41,1,20.1655353553809,0.701
100,2,41,1,20.2191124777196,0.699
100,5,41,1,20.1668883166218,0.69
1000,1,41,1,17.4673362460337,0.558
1000,2,41,1,17.433474792027,0.573
1000,5,41,1,17.4133376991089,0.565
10000,1,41,1,31.1074046892997,0.113
10000,2,41,1,31.2032947158074,0.119
10000,5,41,1,31.0134836654334,0.124
1e+05,1,41,1,20.9777996529749,0.083
